L1,L2,batch_size,dec,drate,epochs,hacti,iacti,idim,kinit,lrate,ls,ltype,momen,mstruct,oacti,opti,test_auc
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8820000000000007,"(543, 1)",sigmoid,SGD,0.724708
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8830000000000007,"(543, 1)",sigmoid,SGD,0.753918
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8840000000000007,"(543, 1)",sigmoid,SGD,0.780422
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8850000000000007,"(543, 1)",sigmoid,SGD,0.805785
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8860000000000007,"(543, 1)",sigmoid,SGD,0.797663
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8870000000000007,"(543, 1)",sigmoid,SGD,0.77629
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8880000000000007,"(543, 1)",sigmoid,SGD,0.794528
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8890000000000007,"(543, 1)",sigmoid,SGD,0.783842
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8900000000000007,"(543, 1)",sigmoid,SGD,0.773582
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8910000000000007,"(543, 1)",sigmoid,SGD,0.758051
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8920000000000007,"(543, 1)",sigmoid,SGD,0.76318
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8930000000000007,"(543, 1)",sigmoid,SGD,0.784127
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8940000000000007,"(543, 1)",sigmoid,SGD,0.787689
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8950000000000007,"(543, 1)",sigmoid,SGD,0.80721
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8960000000000007,"(543, 1)",sigmoid,SGD,0.817327
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8970000000000007,"(543, 1)",sigmoid,SGD,0.816614
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8980000000000007,"(543, 1)",sigmoid,SGD,0.804075
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.8990000000000007,"(543, 1)",sigmoid,SGD,0.77401
0.136,0.0346,494,0.0397,0.583,773,softmax,softmax,17,glorot_normal,0.171,binary_crossentropy,3,0.9000000000000007,"(543, 1)",sigmoid,SGD,0.752066
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.1,"(230, 127, 136, 1)",sigmoid,SGD,0.693075
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.101,"(230, 127, 136, 1)",sigmoid,SGD,0.709889
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.102,"(230, 127, 136, 1)",sigmoid,SGD,0.707324
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.103,"(230, 127, 136, 1)",sigmoid,SGD,0.660017
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.104,"(230, 127, 136, 1)",sigmoid,SGD,0.681961
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.105,"(230, 127, 136, 1)",sigmoid,SGD,0.667427
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.106,"(230, 127, 136, 1)",sigmoid,SGD,0.755771
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.107,"(230, 127, 136, 1)",sigmoid,SGD,0.672841
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.108,"(230, 127, 136, 1)",sigmoid,SGD,0.68823
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.109,"(230, 127, 136, 1)",sigmoid,SGD,0.638074
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.11,"(230, 127, 136, 1)",sigmoid,SGD,0.693645
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.111,"(230, 127, 136, 1)",sigmoid,SGD,0.706754
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.112,"(230, 127, 136, 1)",sigmoid,SGD,0.675121
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.113,"(230, 127, 136, 1)",sigmoid,SGD,0.647193
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.114,"(230, 127, 136, 1)",sigmoid,SGD,0.61841
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.115,"(230, 127, 136, 1)",sigmoid,SGD,0.701909
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.116,"(230, 127, 136, 1)",sigmoid,SGD,0.671701
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.117,"(230, 127, 136, 1)",sigmoid,SGD,0.631804
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.118,"(230, 127, 136, 1)",sigmoid,SGD,0.629809
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.119,"(230, 127, 136, 1)",sigmoid,SGD,0.664292
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.12,"(230, 127, 136, 1)",sigmoid,SGD,0.69165
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.121,"(230, 127, 136, 1)",sigmoid,SGD,0.723568
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.122,"(230, 127, 136, 1)",sigmoid,SGD,0.636364
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.123,"(230, 127, 136, 1)",sigmoid,SGD,0.704474
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.124,"(230, 127, 136, 1)",sigmoid,SGD,0.693075
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.125,"(230, 127, 136, 1)",sigmoid,SGD,0.718153
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.126,"(230, 127, 136, 1)",sigmoid,SGD,0.645198
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.127,"(230, 127, 136, 1)",sigmoid,SGD,0.640923
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.128,"(230, 127, 136, 1)",sigmoid,SGD,0.692505
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.129,"(230, 127, 136, 1)",sigmoid,SGD,0.693075
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.13,"(230, 127, 136, 1)",sigmoid,SGD,0.658592
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.131,"(230, 127, 136, 1)",sigmoid,SGD,0.594186
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.132,"(230, 127, 136, 1)",sigmoid,SGD,0.69051
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.133,"(230, 127, 136, 1)",sigmoid,SGD,0.698205
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.134,"(230, 127, 136, 1)",sigmoid,SGD,0.703049
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.135,"(230, 127, 136, 1)",sigmoid,SGD,0.622115
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.136,"(230, 127, 136, 1)",sigmoid,SGD,0.657167
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.137,"(230, 127, 136, 1)",sigmoid,SGD,0.595041
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.138,"(230, 127, 136, 1)",sigmoid,SGD,0.703334
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.139,"(230, 127, 136, 1)",sigmoid,SGD,0.666572
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.14,"(230, 127, 136, 1)",sigmoid,SGD,0.698775
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.141,"(230, 127, 136, 1)",sigmoid,SGD,0.709319
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.142,"(230, 127, 136, 1)",sigmoid,SGD,0.642348
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.143,"(230, 127, 136, 1)",sigmoid,SGD,0.667427
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.144,"(230, 127, 136, 1)",sigmoid,SGD,0.663722
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.145,"(230, 127, 136, 1)",sigmoid,SGD,0.677401
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.146,"(230, 127, 136, 1)",sigmoid,SGD,0.703334
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.147,"(230, 127, 136, 1)",sigmoid,SGD,0.725278
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.148,"(230, 127, 136, 1)",sigmoid,SGD,0.647193
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.149,"(230, 127, 136, 1)",sigmoid,SGD,0.681676
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.15,"(230, 127, 136, 1)",sigmoid,SGD,0.684241
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.151,"(230, 127, 136, 1)",sigmoid,SGD,0.665717
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.152,"(230, 127, 136, 1)",sigmoid,SGD,0.683386
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.153,"(230, 127, 136, 1)",sigmoid,SGD,0.728128
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.154,"(230, 127, 136, 1)",sigmoid,SGD,0.673126
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.155,"(230, 127, 136, 1)",sigmoid,SGD,0.632089
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.156,"(230, 127, 136, 1)",sigmoid,SGD,0.638074
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.157,"(230, 127, 136, 1)",sigmoid,SGD,0.664007
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.158,"(230, 127, 136, 1)",sigmoid,SGD,0.668567
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.159,"(230, 127, 136, 1)",sigmoid,SGD,0.717583
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.16,"(230, 127, 136, 1)",sigmoid,SGD,0.68994
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.161,"(230, 127, 136, 1)",sigmoid,SGD,0.6888
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.162,"(230, 127, 136, 1)",sigmoid,SGD,0.670846
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.163,"(230, 127, 136, 1)",sigmoid,SGD,0.664292
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.164,"(230, 127, 136, 1)",sigmoid,SGD,0.708179
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.165,"(230, 127, 136, 1)",sigmoid,SGD,0.68595
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.166,"(230, 127, 136, 1)",sigmoid,SGD,0.625534
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.167,"(230, 127, 136, 1)",sigmoid,SGD,0.748931
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.168,"(230, 127, 136, 1)",sigmoid,SGD,0.671416
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.169,"(230, 127, 136, 1)",sigmoid,SGD,0.626389
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.17,"(230, 127, 136, 1)",sigmoid,SGD,0.614135
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.171,"(230, 127, 136, 1)",sigmoid,SGD,0.695355
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.172,"(230, 127, 136, 1)",sigmoid,SGD,0.666002
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.173,"(230, 127, 136, 1)",sigmoid,SGD,0.732972
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.174,"(230, 127, 136, 1)",sigmoid,SGD,0.703619
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.175,"(230, 127, 136, 1)",sigmoid,SGD,0.723568
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.176,"(230, 127, 136, 1)",sigmoid,SGD,0.675691
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.177,"(230, 127, 136, 1)",sigmoid,SGD,0.669991
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.178,"(230, 127, 136, 1)",sigmoid,SGD,0.728128
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.179,"(230, 127, 136, 1)",sigmoid,SGD,0.690225
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.18,"(230, 127, 136, 1)",sigmoid,SGD,0.718723
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.181,"(230, 127, 136, 1)",sigmoid,SGD,0.636079
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.182,"(230, 127, 136, 1)",sigmoid,SGD,0.667997
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.183,"(230, 127, 136, 1)",sigmoid,SGD,0.669137
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.184,"(230, 127, 136, 1)",sigmoid,SGD,0.674266
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.185,"(230, 127, 136, 1)",sigmoid,SGD,0.716443
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.186,"(230, 127, 136, 1)",sigmoid,SGD,0.640923
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.187,"(230, 127, 136, 1)",sigmoid,SGD,0.703619
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.188,"(230, 127, 136, 1)",sigmoid,SGD,0.625249
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.189,"(230, 127, 136, 1)",sigmoid,SGD,0.788259
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.19,"(230, 127, 136, 1)",sigmoid,SGD,0.61841
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.1910000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.667712
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.1920000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.634369
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.1930000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.706754
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.1940000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.668282
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.1950000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.69165
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.1960000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.632944
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.1970000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.68652
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.1980000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.659732
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.1990000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.719293
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2000000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.684526
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2010000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.697635
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2020000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.671131
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2030000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.667427
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2040000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.710744
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2050000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.673126
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2060000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.658307
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2070000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.656882
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2080000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.701339
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2090000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.675691
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2100000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.631804
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2110000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.732402
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2120000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.699915
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2130000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.657167
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2140000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.643203
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2150000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.677401
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2160000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.62069
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2170000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.719293
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2180000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.664862
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2190000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.646623
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2200000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.685665
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2210000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.672271
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2220000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.648903
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2230000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.722998
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2240000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.695355
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2250000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.60929
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2260000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.69792
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2270000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.655742
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2280000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.642918
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2290000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.691935
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2300000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.691365
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2310000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.649188
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2320000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.683956
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2330000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.640353
0.0936,0.0598,345,0.0916,0.314,659,tanh,relu,17,glorot_uniform,0.0126,binary_crossentropy,3,0.2340000000000001,"(230, 127, 136, 1)",sigmoid,SGD,0.719008
